character,dialogue,movie
natalie,Just… I need your impression.,iron_man_2
Tony Stark,"You have a quiet reserve. I don’t know, you have an old soul.",iron_man_2
natalie,I meant your fingerprint.,iron_man_2
Tony Stark,Right.,iron_man_2
Pepper Potts,"So, how are we doing?",iron_man_2
Tony Stark,Great. Just wrapping up here. Hey. You’re the boss.,iron_man_2
natalie,"Will that be all, Mr Stark?",iron_man_2
Tony Stark,No.,iron_man_2
Pepper Potts,"Yes, that will be all, Ms Rushman. Thank you very much. [She leaves. Tony turns to Pepper]",iron_man_2
Tony Stark,I want one.,iron_man_2
Pepper Potts,No.,iron_man_2
Tony Stark,"You know, it’s Europe. Whatever happens the next 20 minutes, just go with it.",iron_man_2
Pepper Potts,Go with it? Go with what?,iron_man_2
natalie,Mr Stark?,iron_man_2
Tony Stark,Hey.,iron_man_2
natalie,Hello. How was your flight?,iron_man_2
Tony Stark,"It was excellent. Boy, it’s nice to see you.",iron_man_2
natalie,"We have one photographer from the ACM, if you don’t mind. Okay?",iron_man_2
Pepper Potts,When did this happen?,iron_man_2
Tony Stark,What? You made me do it.,iron_man_2
Pepper Potts,I made you do what?,iron_man_2
Tony Stark,"You quit. Smile. Look, right there. Stop acting constipated. Don’t flare your nostrils.",iron_man_2
Pepper Potts,You are so predictable.,iron_man_2
Tony Stark,That’s the amazing thing.,iron_man_2
natalie,Right this way.,iron_man_2
Tony Stark,You look fantastic.,iron_man_2
natalie,"Why, thank you very much.",iron_man_2
Tony Stark,But that’s unprofessional. What’s on the docket?,iron_man_2
natalie,You have a 9:30 dinner.,iron_man_2
Tony Stark,Perfect. I’ll be there at 11:00.,iron_man_2
natalie,Absolutely.,iron_man_2
Tony Stark,Is this us?,iron_man_2
natalie,It can be.,iron_man_2
Tony Stark,Great. Make it us.,iron_man_2
natalie,Okay.,iron_man_2
Pepper Potts,Mr Musk. How are you?,iron_man_2
mr musk,"Hi, Pepper. Congratulations on the promotion.",iron_man_2
Pepper Potts,Thank you very much.,iron_man_2
Tony Stark,"Elon, how’s it going. Those Merlin engines are fantastic.",iron_man_2
mr musk,"Thank you. Yeah, I’ve got an idea for an electric jet.",iron_man_2
Tony Stark,You do?,iron_man_2
mr musk,Yeah.,iron_man_2
Tony Stark,Then we’ll make it work. [To Pepper as they walk] You want a massage?,iron_man_2
Pepper Potts,"Oh, God. No. I don’t want a massage.",iron_man_2
Tony Stark,I’ll have Natalie make an…,iron_man_2
Pepper Potts,I don’t want Natalie to do…,iron_man_2
Tony Stark,"Don’t want you tense. By the way, I didn’t mean to spring this on you.",iron_man_2
Pepper Potts,Thank you very much.,iron_man_2
Tony Stark,Green is not your best colour. [Justin’s head appears from behind someone],iron_man_2
Pepper Potts,"Oh, please.",iron_man_2
justin,Anthony. Is that you?,iron_man_2
Tony Stark,[To Pepper] My least favourite person on Earth.,iron_man_2
justin,"Hey, pal.",iron_man_2
Tony Stark,Justin Hammer.,iron_man_2
justin,How you doing? You’re not the only rich guy here with a fancy car. You know Christine Everhart from Vanity Fair. You guys know each other? [She appears.],iron_man_2
christine,Hi. Yes.,iron_man_2
Pepper Potts,Yes.,iron_man_2
Tony Stark,"Yes, roughly.",iron_man_2
Pepper Potts,We do.,iron_man_2
justin,"BTW, big story. The new CEO of Stark Industries.",iron_man_2
christine,"I know, I know.",iron_man_2
justin,Congratulations.,iron_man_2
christine,My editor will kill me if I don’t grab a quote for our Powerful Women issue.,iron_man_2
Pepper Potts,Oh.,iron_man_2
christine,Can I?,iron_man_2
Pepper Potts,Sure.,iron_man_2
justin,"She’s actually doing a big spread on me for Vanity Fair. I thought I’d throw her a bone, you know. Right?",iron_man_2
Pepper Potts,"Right. Well, she did quite a spread on Tony last year.",iron_man_2
Tony Stark,And she wrote a story as well.,iron_man_2
Pepper Potts,It was very impressive.,iron_man_2
Tony Stark,That was good.,iron_man_2
Pepper Potts,It was very well done.,iron_man_2
christine,Thank you.,iron_man_2
Pepper Potts,I’m gonna go wash.,iron_man_2
Tony Stark,Don’t leave me.,iron_man_2
justin,"Hey, buddy. How you doing?",iron_man_2
Tony Stark,I’m all right.,iron_man_2
justin,Looking gorgeous.,iron_man_2
Tony Stark,"Please, this is tough.",iron_man_2
christine,Can I ask you… Is this the first time…,iron_man_2
justin,[Posing for a camera while Tony replaces sunglasses and tries to escape] Fromage [French for cheese. That bit did have a subtitle] Say “Brie”.,iron_man_2
christine,…that you guys have seen each other?,iron_man_2
Tony Stark,"God, that’s so awful.",iron_man_2
christine,"Listen, is it the first time you’ve seen each other since the Senate?",iron_man_2
Tony Stark,Since he got his contract revoked…,iron_man_2
justin,"Actually, it’s on hold.",iron_man_2
Tony Stark,…when you were attempting to…That’s not what I heard. What’s the difference between “hold and “cancelled”? The truth?,iron_man_2
christine,"Yes, what is it?",iron_man_2
justin,"No. The truth is… Why don’t we put that away? The truth is, I’m actually hoping to present something at your Expo.",iron_man_2
Tony Stark,"Well, if you invent something that works, I’ll make sure I get you a slot.",iron_man_2
natalie,Mr Stark?,iron_man_2
Tony Stark,Yes?,iron_man_2
natalie,Your corner table is ready.,iron_man_2
justin,"I actually have a slot this year. Yes, I do.",iron_man_2
Tony Stark,"Hammer needs a slot, Christine.",iron_man_2
justin,"We kid, yeah. We kid. We’re kidders.",iron_man_2
Tony Stark,[In the mirror] Got any other bad ideas?,iron_man_2
justin,"[Still inside, talking to Christine.] Tony and I… Tony… I love Tony Stark. Tony loves me. We’re not competitors. Him being out of the picture created tremendous opportunities for Hammer Industries, you know? Everything that Tony and I do…",iron_man_2
Tony Stark,"Well, what’s the use of having…",iron_man_2
justin,…is a healthy…,iron_man_2
Tony Stark,…and owning a race car…,iron_man_2
justin,…competition.,iron_man_2
Tony Stark,…if you don’t drive it?,iron_man_2
justin,Is he driving?,iron_man_2
Pepper Potts,Natalie. Natalie!,iron_man_2
natalie,"Yes, Ms Potts?",iron_man_2
Pepper Potts,What do you know about this?,iron_man_2
natalie,This is the first that I have known of it.,iron_man_2
Pepper Potts,"This, this cannot happen.",iron_man_2
natalie,Absolutely. I understand. How can I help you?,iron_man_2
Pepper Potts,Where’s Happy?,iron_man_2
natalie,He’s waiting outside.,iron_man_2
Pepper Potts,"Okay, get him. I need Happy.",iron_man_2
natalie,Right away.,iron_man_2
justin,"Tony’s… You know, he… We’re not competitive. You know what I mean?",iron_man_2
christine,"Yeah, yeah, yeah. You know, can you excuse me just one second?",iron_man_2
justin,Just read me what you wrote.,iron_man_2
christine,"I will. I will, after.",iron_man_2
justin,Just read it back to me.,iron_man_2
christine,But I have to make one quick phone call.,iron_man_2
justin,Where are you going?,iron_man_2
christine,This is great.,iron_man_2
justin,I’ve got some caviar coming.,iron_man_2
christine,This is great stuff. I’ll be right back.,iron_man_2
someone in background,Look! That’s Stark.,iron_man_2
Pepper Potts,"Go, go.",iron_man_2
Happy Hogan,"Hang on. [Crashes through a barrier onto the track heading the opposite way to the race cars. Tony’s car gets hit and he goes flying, loosing the front. Ivan heads forward. Another car gets hit. Bit of fire. Dripping petrol. Never a good sign.]",iron_man_2
Pepper Potts,Give me the case.,iron_man_2
Happy Hogan,"Here, take it.",iron_man_2
Pepper Potts,Where’s the key?,iron_man_2
Happy Hogan,It’s in my pocket.,iron_man_2
Pepper Potts,Car!,iron_man_2
Tony Stark,Are you okay?,iron_man_2
Happy Hogan,Yeah.,iron_man_2
Tony Stark,Were you heading from me or him?,iron_man_2
Happy Hogan,I was trying to scare him.,iron_man_2
Tony Stark,‘Cause I can’t tell!,iron_man_2
Pepper Potts,Are you out of your mind?,iron_man_2
Tony Stark,Better security.,iron_man_2
Pepper Potts,Get in the car right now!,iron_man_2
Tony Stark,I was attacked. We need better security.,iron_man_2
Happy Hogan,Get in the car.,iron_man_2
Tony Stark,"You’re CEO. Better security measures. God, it’s embarrassing. [Ivan’s head moves. Tony opens the door] First vacation in two years. [And Ivan slices the door in half. Darn it Ivan, it’s a Rolls, be nicer to her]",iron_man_2
Pepper Potts,Oh my God! [Happy reverses a bit and runs into Ivan again.],iron_man_2
Happy Hogan,I got him!,iron_man_2
Tony Stark,Hit him again. Hit him again. Football.,iron_man_2
Happy Hogan,I got him.,iron_man_2
Pepper Potts,Take the case! Take it!,iron_man_2
Tony Stark,Give him the case!,iron_man_2
Pepper Potts,Stop banging the car! [Out comes the airbag and Ivan slices the car in half. He continues to slice at the car],iron_man_2
Tony Stark,Calm down.,iron_man_2
Pepper Potts,God. God.,iron_man_2
Tony Stark,"Give me the case! Please! Come on! [Pepper throws the case, Tony stand on it and it turns into the Iron Man Suit! A fight begins. Which involves more damage to the car and damage to the Iron Man suit. Tony rips out the Arc Reactor, shutting off Ivan’s suit.]",iron_man_2
ivan,[Being taken away by the police] You… You lose. You lose Stark. [Justin smiles.],iron_man_2
police officer [french],"We ran his prints. We got nothing back, not even a name.",iron_man_2
Tony Stark,Where are we going?,iron_man_2
police officer [french],Over there. We’re not even sure he speaks English. He hasn’t said a word since he got here.,iron_man_2
Tony Stark,Five minutes.,iron_man_2
police officer [french],[opening door] Five minutes. {Door is shut behind Tony.],iron_man_2
Tony Stark,"Pretty decent tech. Cycles per second were a little low. You could have doubled up your rotations. You focused the repulsor energy through ionised plasma channels. It’s effective. Not very efficient. But it’s a passable knock-off. I don’t get it. A little fine tuning you could have made a solid pay check. You could have sold it to North Korea, China, Iran, or gone onto the black market. You look like you got friends in low places.",iron_man_2
ivan,"You come from a family of thieves and butchers. And now, like all guilty men, you try to rewrite your own history. And you forget all the lives the Stark family has destroyed.",iron_man_2
Tony Stark,"Speaking of thieves, where did you get this design?",iron_man_2
ivan,My father. Anton Vanko.,iron_man_2
Tony Stark,"Well, I never heard of him.",iron_man_2
ivan,My father is the reason you’re alive.,iron_man_2
Tony Stark,"The reason I’m alive is ‘cause you had a shot, you took it, you missed.",iron_man_2
ivan,"Did I? If you can make God bleed, the people will cease to believe in him. And there will be blood in the water. And the sharks will come. The truth, all I have to do is sit here and watch as the world will consume you.",iron_man_2
Tony Stark,Where will you be watching the world consume me from? That’s right. A prison cell. I’ll send you a bar of soap. [He gets up to leave],iron_man_2
ivan,"Hey, Tony. Before you go, palladium in the chest, painful way to die. [Tony leaves the cell]",iron_man_2
stern,"It’s just unbelievable. It proves that the genie is out of the bottle and this man has no idea what he’s doing. He thinks of the Iron Man weapon as a toy. I was at a hearing where Mr Stark, in fact, was adamant that these suits can’t exist anywhere else, don’t exist anywhere else, never will exist anywhere else, at least for five to ten years, and here we are in Monaco realising, “These suits exist now.”",iron_man_2
Tony Stark,Mute. He should be giving me a medal. That’s the truth.,iron_man_2
Pepper Potts,What is that?,iron_man_2
Tony Stark,This is your in-flight meal.,iron_man_2
Pepper Potts,Did you just make that?,iron_man_2
Tony Stark,Yeah. Where do you think I’ve been for three hours?,iron_man_2
Pepper Potts,"Tony, what are you not telling me?",iron_man_2
Tony Stark,"I don’t want to go home. At all. Let’s cancel my birthday party and… We’re in Europe. Let’s go to Venice, Cipriani. Remember?",iron_man_2
Pepper Potts,"Oh, yes.",iron_man_2
Tony Stark,It’s a great place to be healthy.,iron_man_2
Pepper Potts,I don’t think this is the right time. We’re in kind of a mess.,iron_man_2
Tony Stark,"Yeah, but maybe that’s why it’s the best time. ‘Cause then we can…",iron_man_2
Pepper Potts,"Well, I think as the CEO I need to show up.",iron_man_2
Tony Stark,"As CEO, you are entitled to a leave.",iron_man_2
Pepper Potts,A leave?,iron_man_2
Tony Stark,A company retreat.,iron_man_2
Pepper Potts,A retreat? During a time like this?,iron_man_2
Tony Stark,"Just a ride. Well, I’m just saying, to recharge our batteries and figure it all out.",iron_man_2
Pepper Potts,Not everybody runs on batteries Tony.,iron_man_2
justin,"Hey. There he is. There he is. What an absolute pleasure. Welcome. Oh goodness gracious. Can we get the handcuffs off my friend here? Forgive me, I’m sorry. I’m such a huge fan of yours. I didn’t want to make a first impression like this. He’s not an animal. Come on. He’s a human being. Thank you. We’re fine. My name is Justin Hammer. I’d like to do some business with you. Please sit. Dig in. What do we have today Jack?",iron_man_2
jack,We have some salmon carpaccio.,iron_man_2
justin,"Salmon carpaccio. Anything you want here, we got it. I like my dessert first. I had this flown in from San Francisco. It’s Italian though. Organic ice cream. I got a sweet tooth. Apparently you do too, for Tony Stark. What I saw you do to Tony Stark on that track, how you stepped up to him in front of God and everybody that was… Wow. You spoke to me with what you did. And I know that you knew that I’d be listening. This is why I couldn’t bear to have you shipped off to God knows where. It would have been such a waste of talent. But if I might make a suggestion, you know, you don’t just go and try to kill the guy. I think, if I may, you go after his legacy. That’s what you kill. You and me, we are a lot alike in a lot of ways. The only difference between you and I is that I have resources. I think, if I may, you need my resources. Someone behind you, a benefactor. I’d like to be that guy.",iron_man_2
ivan,[Russian; no subs],iron_man_2
justin,Okay. Do you speak English? Because I can get a translator. I don’t know. Have you been understanding everything I’m saying?,iron_man_2
ivan,"Very good, man.",iron_man_2
justin,"Very good, man.",iron_man_2
ivan,"Very good, man.",iron_man_2
justin,Hey!,iron_man_2
ivan,[clinking bottle with Justin’s glass] Hey.,iron_man_2
justin,Yes?,iron_man_2
ivan,I want my bird.,iron_man_2
justin,A bird? You want a bird?,iron_man_2
ivan,I want my bird.,iron_man_2
justin,I can get you a bird. I can get you ten birds.,iron_man_2
ivan,I want my bird.,iron_man_2
justin,"Well, okay. Nothing’s impossible. I could… Are we talking about… Is this a bird back in Russia?",iron_man_2
Pepper Potts,"[on phone] Yes, but the fundamentals of the company are still very, very strong despite the events in Monaco.",iron_man_2
natalie,"[also on phone. But a different phone] Yes, of course. [To Pepper] The AP wants a quote.",iron_man_2
Pepper Potts,[covers speaker] Don’t tell them. Fax them…,iron_man_2
Rhodey,[entering] Where is he?,iron_man_2
natalie,He doesn’t want to be disturbed.,iron_man_2
Pepper Potts,He’s downstairs.,iron_man_2
Pepper Potts,"Yes, but….",iron_man_2
news reader,"But his continuing erratic behaviour may lead many people to ask themselves, “Can this man still protect us?”",iron_man_2
Pepper Potts,Iron Man never stopped protecting us. The events in Monaco proved that.,iron_man_2
jarvis,"Query complete sir. Anton Vanko was a Soviet physicist who defected to the United States in 1963.However, he was accused of espionage and was deported in 1967. His son, Ivan, who is also a physicist, was convicted of selling Soviet-era weapons grade plutonium to Pakistan, and served 15 years in Kopeisk prison. No further records exist. [Rhodey enters]",iron_man_2
Rhodey,"Tony, you gotta get upstairs and get on top of this situation right now. Listen. I’ve been on the phone with the National Guard all day, trying to talk them out of rolling tanks up the PCH, knocking down your front door and taking these. They’re gonna take your suits, Tony, okay? They’re sick of the games. You said nobody else would possess this technology for 20 years. Well, guess what? Somebody else had it yesterday. It’s not theoretical anymore. Are you listening to me? Are you okay?",iron_man_2
Tony Stark,Let’s go. [Gets out the car. And falls.],iron_man_2
Rhodey,"Hey, man. Hey, hey! You all right?",iron_man_2
Tony Stark,"Yeah, I should get to my desk. [Rhodey supports him] See that cigar box?",iron_man_2
Rhodey,Yeah.,iron_man_2
Tony Stark,It’s palladium.,iron_man_2
Rhodey,[Tony removes Arc Reactor] Is that supposed to be smoking?,iron_man_2
Tony Stark,"If you must know, it’s neutron damage. It’s from the reactor wall.",iron_man_2
Rhodey,You had this in your body? And how about the high-tech crossword puzzle on your neck?,iron_man_2
Tony Stark,Road rash. Thank you. [Replaces Arc Reactor and starts drinking green liquid again.] What are you looking at?,iron_man_2
Rhodey,I’m looking at you. You wanna do this whole lone gunslinger act and it’s unnecessary. You don’t have to do this alone.,iron_man_2
Tony Stark,"You know, I wish I could believe that. I really do. But you’ve gotta trust me. Contrary to popular belief, I know exactly what I’m doing.",iron_man_2
justin,"This is where we do it. This is my humble abode. You can work in absolute peace. Must be fun to be dead, right? No pressure. Here they are. I’m very excited. They’re combat-ready. I may have done a few miscalculations and rushed the prototype into production. Sue me, I’m enthusiastic. Go ahead, take a look around. [Ivan puts on glasses and heads towards a computer] You don’t wanna do that. You’ll be able to access that as soon as we generate some encrypted pass codes. Can we generate some encrypted pass codes? Get some of those encrypted pass codes, Jack. Never mind, I… Wow. Okay. Good stuff.",iron_man_2
ivan,[Something Russian],iron_man_2
justin,Sorry?,iron_man_2
ivan,Software shit.,iron_man_2
justin,"Well… You’re good. You really blasted in past the firewall there. Let me show you where you’re gonna be working primarily. Go ahead, take a look. Get a good look at that. That’s something, isn’t it? You know, those are really just for show and tell. They’re $125.7 million a pop, so… Wait! [Ivan pulls off one’s head] Oh gosh. Jesus Christ. Get somebody up here. That’s where the pilot goes. I’m having a tough time finding volunteers. I’ll take care of that, just leave it.",iron_man_2
ivan,What you want them do?,iron_man_2
justin,"Well, long term, I want them to put me in the Pentagon for the next 25 years. I want to make Iron Man look like an antique. I wanna go to that Stark Expo, I wanna take a dump in Tony Stark’s front yard. You know what I’m talking about?",iron_man_2
ivan,I can do that. No problem.,iron_man_2
justin,"Yeah? Hey, fabulous! I love it. Hey, this is our guy. Didn’t I tell you? I had a feeling.",iron_man_2
natalie,"Do you know which watch you’d like to wear tonight, Mr Stark?",iron_man_2
Tony Stark,I’ll give them a look. I should cancel the party.,iron_man_2
natalie,Probably.,iron_man_2
Tony Stark,Yeah. ‘Cause it’s…,iron_man_2
natalie,Ill-timed.,iron_man_2
Tony Stark,"Right, sends the wrong message.",iron_man_2
natalie,Inappropriate. [Tony drinks a bit of his drink that Natalie hands him] Is that dirty enough for you?,iron_man_2
Tony Stark,"Gold face, brown hand. The Jaeger. I’ll give that a look. Bring them over. [Natalie hands him the box of watches] I’ll take that. Why don’t you… [She sits, smiles softly and starts helping him cover his bruise] I gotta say it. It’s hard to get a read on you. Where are you from?",iron_man_2
natalie,Legal.,iron_man_2
Tony Stark,"Can I ask you a question, hypothetically? Bit odd. If this was your last birthday party you were ever gonna have, how would you celebrate it?",iron_man_2
natalie,"I’d do whatever I wanted to do with whoever I wanted to do it with. [She leaves Tony finishes his drink. Scene change. He’s now drunk, by a DJ, dancing in the suit. Cars pull up outside]",iron_man_2
person,Good evening,iron_man_2
person,Good evening,iron_man_2
Rhodey,"Yes, sir, I understand. No. No, sir, that will not be necessary. I’ll handle it. Sir, I personally guarantee that within 24 hours, Iron Man will be back on watch. [Enters party] Hey Pepper.",iron_man_2
Pepper Potts,I’m going to get some air.,iron_man_2
Rhodey,What’s wrong?,iron_man_2
Pepper Potts,[Showing Rhodey Tony] I don’t know what to do.,iron_man_2
Rhodey,"You gotta be kidding me. [Tony falls over, drunk] That’s it, I’m making….",iron_man_2
Pepper Potts,"No, no, no. Don’t call anyone.",iron_man_2
Rhodey,Pepper. This is ridiculous. I just stuck my neck out for this guy.,iron_man_2
Pepper Potts,"I know. I know. I get it. I’m gonna handle it, okay Just let me handle it.",iron_man_2
Rhodey,Handle it. Or I’m gonna have to.,iron_man_2
Tony Stark,"[To crowd] You know, the question I get asked most often is, “Tony, how do you go to the bathroom in the suit?” Just like that. [Cheering. Pepper walks up to him]",iron_man_2
Pepper Potts,Does this guy know how to throw a party or what?,iron_man_2
Tony Stark,I love you.,iron_man_2
Pepper Potts,"Unbelievable! Thank you so much. Tony, we all thank you so much for such a wonderful night. And we’re gonna say good night now, and thank you all for coming.",iron_man_2
Tony Stark,"No, no, no, we can’t … Wait, wait, wait. We didn’t have the cake. We didn’t blow out the candles.",iron_man_2
Pepper Potts,"You’re out of control, okay? Trust me on this, okay?",iron_man_2
Tony Stark,You’re out of control gorgeous.,iron_man_2
Pepper Potts,It’s time to go to bed. It’s time.,iron_man_2
Tony Stark,Give me another smooch,iron_man_2
Pepper Potts,You’re not going to be happy about this.,iron_man_2
Tony Stark,"Come on, you know you want to.",iron_man_2
Pepper Potts,You just peed in the suit.,iron_man_2
Tony Stark,I know. It has a filtration system.,iron_man_2
Pepper Potts,It’s not sexy.,iron_man_2
Tony Stark,You could drink that water.,iron_man_2
Pepper Potts,"Just send everybody home, okay? It’s time to…",iron_man_2
Tony Stark,If you say so.,iron_man_2
Pepper Potts,"Okay. I’ll take this, you take that [exchanges microphone for bottle]",iron_man_2
Tony Stark,"Pepper Potts. She’s right. The party’s over. Then again, the party was over for me, like, an hour and a half ago. The after-party starts in 15 minutes. And if anybody, Pepper, doesn’t like it, there’s the door. [accidently shoots it with the suit.] Yeah! [Girl throws bottle it the air] Hit! [Rhodey leaves as he shoots it] Pull! [Rhodey goes downstairs. Drunk girl is still throwing things for Tony to shoot. Rhodey gets into one of the suits. Another girl appears with a watermelon] I think she wants the Gallagher!",iron_man_2
Rhodey,[In full suit] I’m only gonna say this once. Get out. [Helmet slips down. Everybody leaves.] You don’t deserve to wear one of these. Shut it down!,iron_man_2
Tony Stark,[To DJ] Goldstein.,iron_man_2
goldstein,"Yes, Mr Stark?",iron_man_2
Tony Stark,Give me a phat beat to beat my buddy’s ass to. [Laughs. Another One Bites the Dust by Queen starts to play.],iron_man_2
Rhodey,[Grabbing hold on Tony from behind] I told you to shut it down. [Tony takes off backwards],iron_man_2
Tony Stark,"Now, put that thing back where you found it before someone gets hurt. [Rhodey throws things at him] Really? [Tony hits him with a set of weights] Sorry, pal, but Iron Man doesn’t have a sidekick.",iron_man_2
Rhodey,[Hitting Tony with a pipe] Sidekick this. [Tony goes up throw the ceiling.] Had enough?,iron_man_2
Pepper Potts,Natalie!,iron_man_2
natalie,Miss Potts.,iron_man_2
Pepper Potts,Don’t you “Miss Potts” me! I’m on to you. You know what? Ever since you came here… [Tony and Rhodey come crashing through the ceiling],iron_man_2
Happy Hogan,Pepper! [Runs in to get her out of the way] Get out of here. Get out of here now. [Natalie heads off somewhere.],iron_man_2
Tony Stark,"You want it? Take it! [Beats Rhodey and turns to growl at crowd, who run off. Rhodey gets back up]",iron_man_2
Rhodey,Put you hand down.,iron_man_2
Tony Stark,You think you got what it takes to wear that suit?,iron_man_2
Rhodey,"We don’t have to do this, Tony.",iron_man_2
Tony Stark,"You wanna be the War Machine, take your shot.",iron_man_2
Rhodey,Put it down!,iron_man_2
Tony Stark,You gonna take a shot?,iron_man_2
Rhodey,Put it down!,iron_man_2
Tony Stark,No!,iron_man_2
Rhodey,Drop it Tony!,iron_man_2
Tony Stark,Take it! [Their blasts meet and there goes Tony’s house. Both of them are knocked backwards. Tony looks around and sees Rhodey take off in the suit.],iron_man_2
Rhodey,"Edwards Tower, this is Lieutenant Colonel James Rhodes, inbound from three miles east at 5,000 feet… [Rhodey lands in suit.]",iron_man_2
major allen,Colonel.,iron_man_2
Rhodey,Major.,iron_man_2
major allen,Wow.,iron_man_2
Rhodey,Yeah. Let’s take it inside.,iron_man_2
major allen,Clear the area.,iron_man_2
Nick Fury,Sir! I’m gonna have to ask you to exit the doughnut.,iron_man_2
Tony Stark,[Now inside sitting at a table with Fury] I told you I don’t wanna join your super-secret boy band.,iron_man_2
Nick Fury,"No, no, no. See, I remember, you do everything yourself. How’s that working out for you?",iron_man_2
Tony Stark,It’s… It’s… It’s… I’m sorry. I don’t wanna get off on the wrong foot. Do I look at the patch or the eye? Honestly I’m a bit hung over. I’m not sure if you’re real of if I’m having…,iron_man_2
Nick Fury,I am very real. I’m the realest person you’re ever gonna meet.,iron_man_2
Tony Stark,Just my luck. Where’s the staff here?,iron_man_2
Nick Fury,That’s not looking so good.,iron_man_2
Tony Stark,I’ve been worse. [A woman walks over. Camera angle is such that you can’t see her face.],iron_man_2
shield agent,We’ve secured the perimeter but I don’t think we should hold it for too much longer.,iron_man_2
Tony Stark,[Looks over top of glasses. Sees Natalie.] You’re fired.,iron_man_2
natalie,That’s not up to you. [Sits down next to Fury],iron_man_2
Nick Fury,"Tony, I want you to meet Agent Romanoff.",iron_man_2
Tony Stark,Hi.,iron_man_2
natalie/agent romanoff,"I’m a SHIELD shadow. Once we knew you were ill, I was tasked to you by Director Fury.",iron_man_2
Tony Stark,I suggest you apologise.,iron_man_2
Nick Fury,"You’ve been very busy. You made your girl your CEO, you’re giving away all your stuff. You let your friend fly away with your suit. Now, if I didn’t know better…",iron_man_2
Tony Stark,You don’t know better. I didn’t give it to him. He took it.,iron_man_2
Nick Fury,"Whoa, whoa, whoa. He took it? You’re Iron Man and he just took it? The little brother walked in there, kicked your ass and took your suit? [Turns to Agent Romanoff] Is that possible?",iron_man_2
agent romanoff,"Well, according to Mr Stark’s database security guidelines, there are redundancies to prevent unauthorised usage.",iron_man_2
Tony Stark,What do you want from me?,iron_man_2
Nick Fury,"What do we want from you? What do you want from me? [Agent Romanoff leaves] You have become a problem, a problem I have to deal with. Contrary to your belief, you are not the centre of my universe. I have bigger problems than you in the southwest region to deal with. [Romanoff returns with an injection] Hit him.",iron_man_2
Tony Stark,"Oh, God, are gonna steal my kidney and sell it? [Rash goes down] Could you please not do anything awful for five seconds? What did she just do to me?",iron_man_2
Nick Fury,What did we just do for you? That’s lithium dioxide. It’s gonna take the edge off. We’re trying to get you back to work.,iron_man_2
Tony Stark,Give me a couple of boxes of that. I’ll be right as rain.,iron_man_2
agent romanoff,"It’s not a cure, it just abates the symptoms.",iron_man_2
Nick Fury,Doesn’t look like it’s gonna be an easy fix.,iron_man_2
Tony Stark,"Trust me, I know. I’m good at this stuff. I’ve been looking for a suitable replacement for palladium. I’ve tried every combination, every permutation of every known element.",iron_man_2
Nick Fury,"Well, I’m here to tell you, you haven’t tried them all.",iron_man_2
justin,"Hey, hey, het. Special delivery. Candygram. [Ivan climbs down from where he was working] I brought you something. Oh yeah. [Removes cloth] We got you the bird, pal.",iron_man_2
ivan,This is not my bird.,iron_man_2
justin,"What do you mean? That’s the bird. This is the bird. Yeah, pulled a lot of strings to get this bird. This is a great bird.",iron_man_2
jack,It’s a beautiful bird.,iron_man_2
justin,We got this bird all the way from Russia.,iron_man_2
ivan,"Hey, man, this is not my bird.",iron_man_2
justin,"Well, listen, even if it’s not the bird, I mean, this is a gorgeous bird. I mean, you know, look, don’t get so attached to things. Learn to let go. Wait a minute. Jack, what is that? Is that… That’s not a helmet. What is that? [Walks up to suit] Ivan… What’s this? Jack. Is that a helmet? It doesn’t look like a helmet to me. How… How are you supposed to get a head in there? Jack, could you put your head in there?",iron_man_2
jack,No.,iron_man_2
justin,"Try to put your head in there. Go ahead. Try to put your head in there. [Jack put it on his head] See, Ivan? He can’t put his head in there. That’s… That’s not a helmet. It’s a head. I need to put a guy in there. I need to fit a person in that suit. You understand?",iron_man_2
ivan,Drone better.,iron_man_2
justin,What? Drone better? Why is drone better? Why is drone better?,iron_man_2
ivan,People make problem. Trust me. Drone better.,iron_man_2
justin,"Ivan, you know, I like you. I got you the bird. You said, “No problem.” That’s what you said to me. You said, “No problem.” Now I need suits. The government wants suits. Like Iron Man. You understand? That’s what the people want. That’s what’s gonna make them happy.",iron_man_2
ivan,"Hey, man. Don’t get too attached to things. Learn to let go.",iron_man_2
justin,"These drones better steal the show, Ivan. You understand? Better rock my world, Ivan.",iron_man_2
general,Unbelievable. This ought to get the Senate off my ass. It’s functional?,iron_man_2
Rhodey,Fully mission-capable.,iron_man_2
general,Good. Get Hammer down here to weaponise it.,iron_man_2
Rhodey,Sir?,iron_man_2
general,Justin Hammer’s making a weapons presentation at the Expo. We’d like this to introduce it.,iron_man_2
Rhodey,"Sir, I don’t believe that the Expo…",iron_man_2
general,"Colonel, the world needs to see this fast. We’ve got to make this happen.",iron_man_2
Rhodey,"Yes, General, but…",iron_man_2
general,It’s also an order.,iron_man_2
Rhodey,Yes sir.,iron_man_2
general,"Good work, Colonel. You’ve made your country proud.",iron_man_2
Rhodey,Thank you sir.,iron_man_2
Nick Fury,That thing in your chest is based on unfinished technology.,iron_man_2
Tony Stark,"No, it was finished. It has never been particularly effective until I miniaturised it and put it in my…",iron_man_2
Nick Fury,"No. Howard said the arc reactor was the stepping stone to something greater. He was about to kick off an energy race that was gonna dwarf the arms race. He was on to something big, something so big that it was gonna make the nuclear reactor look like a triple-A battery.",iron_man_2
